id,base_experience,height,name,image,hp,attack,defense,special-attack,special-defense,speed
787,285,19,tapu-bulu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png,70,130,115,85,95,75
788,285,13,tapu-fini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png,70,75,115,95,130,85
789,40,2,cosmog,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png,43,29,31,29,31,37
790,140,1,cosmoem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png,43,29,131,29,131,37
791,340,34,solgaleo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png,137,137,107,113,89,97
792,340,40,lunala,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png,137,113,89,137,107,97
793,285,12,nihilego,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png,109,53,47,127,131,103
794,285,24,buzzwole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png,107,139,139,53,53,79
795,285,18,pheromosa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png,71,137,37,137,37,151
796,285,38,xurkitree,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png,83,89,71,173,71,83
797,285,92,celesteela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png,97,101,103,107,101,61
798,285,3,kartana,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png,59,181,131,59,31,109
799,285,55,guzzlord,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png,223,101,53,97,53,43
800,300,24,necrozma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png,97,107,101,127,89,79
801,300,10,magearna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png,80,95,115,130,115,65
802,300,7,marshadow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png,90,125,80,90,90,125
803,210,6,poipole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png,67,73,67,73,67,73
804,270,36,naganadel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png,73,73,73,127,73,121
805,285,55,stakataka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png,61,131,211,53,101,13
806,285,18,blacephalon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png,53,127,53,151,79,107
807,300,15,zeraora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png,88,112,75,102,80,143
808,150,2,meltan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png,46,65,65,55,35,34
809,300,25,melmetal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png,135,143,143,80,65,34
810,62,3,grookey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png,50,65,50,40,40,65
811,147,7,thwackey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png,70,85,70,55,60,80
812,265,21,rillaboom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png,100,125,90,60,70,85
813,62,3,scorbunny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png,50,71,40,40,40,69
814,147,6,raboot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png,65,86,60,55,60,94
815,265,14,cinderace,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png,80,116,75,65,75,119
816,62,3,sobble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png,50,40,40,70,40,70
817,147,7,drizzile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png,65,60,55,95,55,90
818,265,19,inteleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png,70,85,65,125,65,120
819,55,3,skwovet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png,70,55,55,35,35,25
820,161,6,greedent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png,120,95,95,55,75,20
821,49,2,rookidee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png,38,47,35,33,35,57
822,128,8,corvisquire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png,68,67,55,43,55,77
823,248,22,corviknight,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png,98,87,105,53,85,67
824,36,4,blipbug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png,25,20,20,25,45,45
825,117,4,dottler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png,50,35,80,50,90,30
826,253,4,orbeetle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png,60,45,110,80,120,90
827,49,6,nickit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png,40,28,28,47,52,50
828,159,12,thievul,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png,70,58,58,87,92,90
829,50,4,gossifleur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png,40,40,60,40,60,10
830,161,5,eldegoss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png,60,50,90,80,120,60
831,122,6,wooloo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png,42,40,55,40,45,48
832,172,13,dubwool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png,72,80,100,60,90,88
833,57,3,chewtle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png,50,64,50,38,38,44
834,170,10,drednaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png,90,115,90,48,68,74
835,54,3,yamper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png,59,45,50,40,50,26
836,172,10,boltund,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png,69,90,60,90,60,121
837,48,3,rolycoly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png,30,40,50,40,50,30
838,144,11,carkol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png,80,60,90,60,70,50
839,255,28,coalossal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png,110,80,120,80,90,30
840,52,2,applin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png,40,40,80,40,40,20
841,170,3,flapple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png,70,110,80,95,60,70
842,170,4,appletun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png,110,85,80,100,80,30
843,63,22,silicobra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png,52,57,75,35,50,46
844,179,38,sandaconda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png,72,107,125,65,70,71
845,166,8,cramorant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png,70,85,55,85,95,85
846,56,5,arrokuda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png,41,63,40,40,30,66
847,172,13,barraskewda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png,61,123,60,60,50,136
848,48,4,toxel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png,40,38,35,54,35,40
849,176,16,toxtricity-amped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png,75,98,70,114,70,75
850,61,7,sizzlipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png,50,65,45,50,50,45
851,184,30,centiskorch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png,100,115,65,90,90,65
852,62,6,clobbopus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png,50,68,60,50,50,32
853,168,16,grapploct,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png,80,118,90,70,80,42
854,62,1,sinistea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png,40,45,45,74,54,50
855,178,2,polteageist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png,60,65,65,134,114,70
856,53,4,hatenna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png,42,30,45,56,53,39
857,130,6,hattrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png,57,40,65,86,73,49
858,255,21,hatterene,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png,57,90,95,136,103,29
859,53,4,impidimp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png,45,45,30,55,40,50
860,130,8,morgrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png,65,60,45,75,55,70
861,255,15,grimmsnarl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png,95,120,65,95,75,60
862,260,16,obstagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png,93,90,101,60,81,95
863,154,8,perrserker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png,70,110,100,50,60,50
864,179,10,cursola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png,60,95,50,145,130,30
865,177,8,sirfetchd,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png,62,135,95,68,82,65
866,182,15,mr-rime,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png,80,85,75,110,100,70
867,169,16,runerigus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png,58,95,145,50,105,30
868,54,2,milcery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png,45,40,40,50,61,34
869,173,3,alcremie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png,65,60,75,110,121,64
870,165,30,falinks,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png,65,100,100,70,60,75
871,152,3,pincurchin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png,48,101,95,91,85,15
872,37,3,snom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png,30,25,35,45,30,20
873,166,13,frosmoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png,70,65,60,125,90,65
874,165,25,stonjourner,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png,100,125,135,20,20,70
875,165,14,eiscue-ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png,75,80,110,65,90,50
876,166,9,indeedee-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png,60,65,55,105,95,95
877,153,3,morpeko-full-belly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png,58,95,58,70,58,97
878,66,12,cufant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png,72,80,49,40,49,40
879,175,30,copperajah,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/879.png,122,130,69,80,69,30
880,177,18,dracozolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/880.png,90,100,90,80,70,75
881,177,23,arctozolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/881.png,90,100,90,90,80,55
882,177,23,dracovish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/882.png,90,90,100,70,80,75
883,177,20,arctovish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/883.png,90,90,100,80,90,55
884,187,18,duraludon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/884.png,70,95,115,120,50,85
885,54,5,dreepy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/885.png,28,60,30,40,30,82
886,144,14,drakloak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/886.png,68,80,50,60,50,102
887,300,30,dragapult,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png,88,120,75,100,75,142
888,335,28,zacian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/888.png,92,120,115,80,115,138
889,335,29,zamazenta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png,92,120,115,80,115,138
890,345,200,eternatus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/890.png,140,85,95,145,95,130
891,77,6,kubfu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png,60,90,60,53,50,72
892,275,19,urshifu-single-strike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png,100,130,100,63,60,97
893,300,18,zarude,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/893.png,105,120,105,70,95,105
894,290,12,regieleki,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/894.png,80,100,50,100,50,200
895,290,21,regidrago,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/895.png,200,100,50,100,50,80
896,290,22,glastrier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/896.png,100,145,130,65,110,30
897,290,20,spectrier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/897.png,100,65,60,145,80,130
898,250,11,calyrex,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/898.png,100,80,80,80,80,80
899,,18,wyrdeer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/899.png,103,105,72,105,75,65
